Event_Group_ID,Event_ID,Data_ID,Park_Code,Route,Start_Date,Year,Group_Index,Route Section,Route_Length,DistanceToDeer,Angle,DistanceFromRoad,Bucks,Doe,Fawn,Unknown,Total_Group,Import_Event_ID,Mileage,Time,Date_Time_Entered,Verified,Wind Speed,Sky,Moon_Phase,Temperature,Event_Notes
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{97FD224A-F40B-4D80-BF46-B181CE013EF7},GWMP,GWMP,11/14/01,2001,11,GWMP,6,60,90,60,1,1,1,1,4,,,,,TRUE,,,New Moon,60,
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{9112370F-1E90-430D-975C-27B30D40937B},GWMP,GWMP,11/14/01,2001,12,GWMP,6,146,31,75,0,0,0,2,2,,,,,TRUE,,,New Moon,60,
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{7E2BFA0E-68BE-4557-9713-D3F6AB1A268D},GWMP,GWMP,11/14/01,2001,13,GWMP,6,36,90,36,0,0,0,1,1,,,,,TRUE,,,New Moon,60,
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{2DDB0834-EE48-4EC0-9AE4-BC8D861787EA},GWMP,GWMP,11/14/01,2001,14,GWMP,6,39,90,39,0,0,0,1,1,,,,,TRUE,,,New Moon,60,
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{EC2EAD90-C4C1-4A0E-AF9B-B1DDFE2AB134},GWMP,GWMP,11/14/01,2001,15,GWMP,6,20,90,20,1,4,3,0,8,,,,,TRUE,,,New Moon,60,
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{7D9103B9-FB92-4184-A111-40A9F910D304},GWMP,GWMP,11/14/01,2001,16,GWMP,6,40,90,40,0,2,0,0,2,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{1D73FAD7-F51F-481B-8879-540006D370EF},GWMP,GWMP,11/14/01,2001,17,GWMP,6,18,90,18,0,2,0,0,2,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{1F11BCD7-F36A-42C5-A6F3-4474CBD90BDE},GWMP,GWMP,11/14/01,2001,18,GWMP,6,20,90,20,1,1,0,0,2,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{309DAAAF-3F16-48FA-99F8-00D9D59710D0},GWMP,GWMP,11/14/01,2001,19,GWMP,6,32,90,32,0,0,0,1,1,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{32DDB654-2D0F-4A78-B963-3AE0013634AD},GWMP,GWMP,11/14/01,2001,20,GWMP,6,34,90,34,1,0,0,0,1,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{54DE27AE-AE04-4228-BF0C-37E3EB0DA5BE},GWMP,GWMP,11/14/01,2001,21,GWMP,6,22,90,22,0,1,0,0,1,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{3704CBB7-00B2-4383-8176-6E5E2A1CB1D4},GWMP,GWMP,11/14/01,2001,22,GWMP,6,25,90,25,1,0,0,0,1,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{4C65C4D8-6E99-49B4-8D9C-CCEA2F012E6D},GWMP,GWMP,11/14/01,2001,23,GWMP,6,30,90,30,0,2,0,0,2,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{539ECE21-B847-44C5-8C42-F705213E3B36},GWMP,GWMP,11/14/01,2001,24,GWMP,6,56,90,56,0,0,0,1,1,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{34034F89-E412-4A04-9E93-0493DD0BBC9B},GWMP,GWMP,11/14/01,2001,25,GWMP,6,70,90,70,0,1,0,0,1,,,,,TRUE,,,New Moon,60
{B4E8FE73-3D98-45A3-988B-5CABDB4289AC},{54E5B5C5-9729-4B1F-AF02-6991EAABBB7D},{6F6E77BD-1BC2-4C09-BC95-3586B215B741},GWMP,GWMP,11/14/01,2001,26,GWMP,6,32,90,32,0,0,0,1,1,,,,,TRUE,,,New Moon,60
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{A0B58AE5-825D-4584-AF2C-CBEF2647385D},GWMP,GWMP,11/16/01,2001,27,GWMP,6,7,90,7,0,1,0,0,1,,,,,TRUE,,,New Moon,
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{A5C7B27A-2B1A-4D02-9BEC-2D5C74F16354},GWMP,GWMP,11/16/01,2001,28,GWMP,6,40,90,40,0,0,0,1,1,,,,,TRUE,,,New Moon,
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{AF022432-B4BF-46BE-9BDA-9D3ECC5D53EC},GWMP,GWMP,11/16/01,2001,29,GWMP,6,58,90,58,0,0,0,1,1,,,,,TRUE,,,New Moon,
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{B050C371-3407-40EB-80C0-2FC1A4E0598F},GWMP,GWMP,11/16/01,2001,30,GWMP,6,30,90,30,0,0,0,1,1,,,,,TRUE,,,New Moon,
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{F6EC1D77-B7C2-4E36-A4CB-CDC816BF9EB5},GWMP,GWMP,11/16/01,2001,31,GWMP,6,32,90,32,0,0,0,1,1,,,,,TRUE,,,New Moon,
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{F69A663F-2385-4D5D-97CD-588FD24D7531},GWMP,GWMP,11/16/01,2001,32,GWMP,6,54,90,54,0,0,0,1,1,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{A05372DD-0A3F-4823-913E-4ED79D9909D2},GWMP,GWMP,11/16/01,2001,33,GWMP,6,40,90,40,0,0,0,2,2,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{362B0E0F-23DD-4B4B-B946-EE34A9CDB271},GWMP,GWMP,11/16/01,2001,34,GWMP,6,28,90,28,0,1,0,0,1,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{FAFF9E59-E005-4E96-B76A-7D46BB00CDB3},GWMP,GWMP,11/16/01,2001,35,GWMP,6,18,90,18,0,2,0,1,3,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{F38EDF8D-0638-474E-92CD-CF0AEE0EB663},GWMP,GWMP,11/16/01,2001,36,GWMP,6,34,90,34,0,1,0,0,1,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{8DDBE973-3DD6-4244-9418-C83BC85A764E},GWMP,GWMP,11/16/01,2001,37,GWMP,6,22,90,22,0,1,0,0,1,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{03CFE5E4-2026-43FB-83B1-87E3BB84F105},GWMP,GWMP,11/16/01,2001,38,GWMP,6,46,90,46,0,0,0,4,4,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{683F9B9B-494C-4236-A4AE-80C438CFA4CD},GWMP,GWMP,11/16/01,2001,39,GWMP,6,52,90,52,0,0,0,1,1,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{58EF2A7E-F9CE-4061-8A4B-F42E12BF26A9},GWMP,GWMP,11/16/01,2001,40,GWMP,6,22,90,22,1,0,0,0,1,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{569EA34C-DFDC-4F7E-AABD-525689A92D4F},GWMP,GWMP,11/16/01,2001,41,GWMP,6,20,90,20,1,0,0,0,1,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{3D1E8430-4E58-42F2-AB46-323C27973FD1},GWMP,GWMP,11/16/01,2001,42,GWMP,6,34,90,34,0,1,0,2,3,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{1D490E47-5EA9-4BF4-BD78-FDE46D7FC105},GWMP,GWMP,11/16/01,2001,43,GWMP,6,36,90,36,0,0,0,2,2,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{FF2A7D9F-24D1-4ED2-945C-74513A3EE999},GWMP,GWMP,11/16/01,2001,44,GWMP,6,20,90,20,0,0,0,1,1,,,,,TRUE,,,New Moon
{4149AD0B-CEB8-45FF-A6FC-D0CEF05422C7},{95483D7E-45A0-4BFF-B114-E08A8E36D281},{55D077ED-310A-4D63-B1DE-425677DF564C},GWMP,GWMP,11/16/01,2001,45,GWMP,6,70,90,70,0,0,1,0,1,,,,,TRUE,,,New Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{594F5237-6B8F-4A8F-95C5-D3245320F5B5},GWMP,GWMP,11/27/01,2001,46,GWMP,6,32,90,32,0,2,0,0,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{8FC847C0-A27E-44D6-988D-E6D0A02D06DA},GWMP,GWMP,11/27/01,2001,47,GWMP,6,28,90,28,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{00F763AF-B871-48EC-AD40-883E1A00A9DE},GWMP,GWMP,11/27/01,2001,48,GWMP,6,88,90,88,0,0,0,2,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{1D97A63B-1F9F-453E-A395-5F255169DE2A},GWMP,GWMP,11/27/01,2001,49,GWMP,6,26,90,26,0,1,1,0,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{28351900-31BC-4BFF-9BAA-8A4AE0D1D8BC},GWMP,GWMP,11/27/01,2001,50,GWMP,6,22,90,22,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{3CA90D6A-5405-460D-A813-7E7A6C6AFF92},GWMP,GWMP,11/27/01,2001,51,GWMP,6,14,90,14,1,1,0,0,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{4D61583C-7580-435D-8D05-1B5480986D4E},GWMP,GWMP,11/27/01,2001,52,GWMP,6,58,90,58,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{ED6A2AE0-0384-4EC9-A30E-9B7CDA1763B1},GWMP,GWMP,11/27/01,2001,53,GWMP,6,30,90,30,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{5D782B19-DEC6-48E7-BC74-1E4F15DC9884},GWMP,GWMP,11/27/01,2001,54,GWMP,6,16,90,16,0,1,0,1,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{61EC0CC8-F850-44D2-B00B-BCB858517E5C},GWMP,GWMP,11/27/01,2001,55,GWMP,6,16,90,16,0,0,0,2,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{8171B58F-0005-4422-A382-CC56413E74BD},GWMP,GWMP,11/27/01,2001,56,GWMP,6,98,90,98,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{FF342362-20E7-45B5-8654-D314E703D41B},GWMP,GWMP,11/27/01,2001,57,GWMP,6,24,90,24,0,2,0,0,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{9C591DF0-37C0-40D7-9EC2-56D9A7CC50D1},GWMP,GWMP,11/27/01,2001,58,GWMP,6,23,90,23,1,0,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{B741E2C4-17ED-4A1B-85E8-DEBA2996C8C8},GWMP,GWMP,11/27/01,2001,59,GWMP,6,60,90,60,0,0,0,1,1,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{CA2A6456-F785-401F-9B1B-74365D262DB3},GWMP,GWMP,11/27/01,2001,60,GWMP,6,40,90,40,0,0,0,2,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{D64EFA0E-61F2-4A6B-9A48-1CD05450D9FB},GWMP,GWMP,11/27/01,2001,61,GWMP,6,14,90,14,0,1,0,1,2,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{DFE3862B-639B-4E05-8B18-95F542FA88F1},GWMP,GWMP,11/27/01,2001,62,GWMP,6,38,90,38,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{E2FAF514-54B0-44BC-9C49-13E762C17224},GWMP,GWMP,11/27/01,2001,63,GWMP,6,7,90,7,0,2,1,0,3,,,,,TRUE,,Cloudy/Overcast,Full Moon
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{E33F917A-5B15-4F5B-BB52-AD9374D970F9},GWMP,GWMP,11/27/01,2001,64,GWMP,6,80,90,80,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{E9E99E9B-FBB1-4BA7-BA4A-7878EE9C95D9},GWMP,GWMP,11/27/01,2001,65,GWMP,6,26,90,26,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{6C28D3C6-4DAC-4F0F-B19C-6F711B85FCC9},GWMP,GWMP,11/27/01,2001,66,GWMP,6,96,90,96,0,1,0,0,1,,,,,TRUE,,Cloudy/Overcast,Full Moon,
{B7DC18BA-DF15-4C89-9AE2-817433440464},{DAED2A19-2228-456B-BF1E-0E86C24F5943},{E55DBC4F-6F8F-42D9-B36C-20EEF3374558},GWMP,GWMP,11/27/01,2001,67,GWMP,6,21,90,21,1,0,0,4,5,,,,,TRUE,,Cloudy/Overcast,Full Moon,
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{5580C045-3E9C-4F89-A82E-45C406E575B4},GWMP,GWMP,11/4/02,2002,1,GWMP,6,0,90,0,0,1,0,0,1,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{1DD2D0A9-592A-4D4C-8B7B-364D42F0EF59},GWMP,GWMP,11/4/02,2002,2,GWMP,6,40,90,40,0,0,0,2,2,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{43FEBCA2-E2D1-4446-B52D-8AA85F0319DE},GWMP,GWMP,11/4/02,2002,3,GWMP,6,4,90,4,0,2,0,0,2,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{5DF328DA-9581-4ABE-89B9-AED7CC7F27B9},GWMP,GWMP,11/4/02,2002,4,GWMP,6,20,90,20,0,1,0,0,1,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{83D87F1A-52D8-4D5D-9EC8-1B3F12168B9C},GWMP,GWMP,11/4/02,2002,5,GWMP,6,22,90,22,1,0,0,0,1,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{9627D9AB-AFE0-4469-A126-FBCB72CE2AB0},GWMP,GWMP,11/4/02,2002,6,GWMP,6,22,90,22,0,1,0,0,1,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{F308EAEF-149C-4C3B-8EBC-02D700EFDD2C},GWMP,GWMP,11/4/02,2002,7,GWMP,6,38,90,38,0,0,0,1,1,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{B07CFD54-E3AF-4766-B5DF-0D7E690C18E0},GWMP,GWMP,11/4/02,2002,8,GWMP,6,42,90,42,0,1,1,0,2,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{D22B7816-4257-4227-975C-AD66213B4CA3},GWMP,GWMP,11/4/02,2002,9,GWMP,6,5,90,5,0,1,1,0,2,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{254E6BAA-7F0B-48A1-87F3-D5E3A0DEAF95},GWMP,GWMP,11/4/02,2002,10,GWMP,6,16,90,16,0,1,0,0,1,,,,,TRUE,,,New Moon,51
{B626F46E-9ABD-4944-8C80-73326536F83D},{1F8CBF06-57FB-4DC2-989D-3E6AD596E5D1},{98BDA21B-D1DC-4324-91CC-1C27264BD2E1},GWMP,GWMP,11/4/02,2002,11,GWMP,6,29,90,29,0,1,0,0,1,,,,,TRUE,,,New Moon,51
{E9B96C5C-ED68-4036-B97B-D4D9E604A433},{2DB82632-D8C5-4ADD-9D50-317D06F57086},{294F2E43-ECC2-4F36-861A-F56806DF5380},GWMP,GWMP,11/5/02,2002,12,GWMP,6,80,90,80,0,0,0,2,2,,,,,TRUE,,,New Moon,44
{E9B96C5C-ED68-4036-B97B-D4D9E604A433},{2DB82632-D8C5-4ADD-9D50-317D06F57086},{5722C4F2-CD36-42E3-BE5E-CB925A5B6DA5},GWMP,GWMP,11/5/02,2002,13,GWMP,6,5,90,5,0,1,1,0,2,,,,,TRUE,,,New Moon,44
{E9B96C5C-ED68-4036-B97B-D4D9E604A433},{2DB82632-D8C5-4ADD-9D50-317D06F57086},{6993C0D0-9E81-4ECE-B599-7768D5C0E6D6},GWMP,GWMP,11/5/02,2002,14,GWMP,6,22,90,22,0,0,0,1,1,,,,,TRUE,,,New Moon,44
{E9B96C5C-ED68-4036-B97B-D4D9E604A433},{2DB82632-D8C5-4ADD-9D50-317D06F57086},{69D854D7-03BE-469C-B8EE-59A43E3158F8},GWMP,GWMP,11/5/02,2002,15,GWMP,6,30,90,30,0,0,0,2,2,,,,,TRUE,,,New Moon,44
{E9B96C5C-ED68-4036-B97B-D4D9E604A433},{2DB82632-D8C5-4ADD-9D50-317D06F57086},{725BB280-F3A9-4CBF-8EF9-02293D25717E},GWMP,GWMP,11/5/02,2002,16,GWMP,6,20,90,20,1,1,0,0,2,,,,,TRUE,,,New Moon,44
{E9B96C5C-ED68-4036-B97B-D4D9E604A433},{2DB82632-D8C5-4ADD-9D50-317D06F57086},{7C4B8E06-F18C-4BFC-8DEA-CD444A4FCB69},GWMP,GWMP,11/5/02,2002,17,GWMP,6,56,90,56,0,1,1,0,2,,,,,TRUE,,,New Moon,44
{E9B96C5C-ED68-4036-B97B-D4D9E604A433},{2DB82632-D8C5-4ADD-9D50-317D06F57086},{AF743F33-FAF1-468F-8C4A-AB474CC93D6F},GWMP,GWMP,11/5/02,2002,18,GWMP,6,22,90,22,0,0,1,0,1,,,,,TRUE,,,New Moon,44
{336DAA50-16B2-4D50-A4BB-5EECAEB9FBE1},{17FE5C49-465E-4D3E-8921-AF1FF30F24B7},{8954FBFC-CC66-4928-8C35-02BFE9F8C464},GWMP,GWMP,11/6/02,2002,19,GWMP,6,63,90,63,0,0,0,1,1,,,,,TRUE,,,New Moon,
{336DAA50-16B2-4D50-A4BB-5EECAEB9FBE1},{17FE5C49-465E-4D3E-8921-AF1FF30F24B7},{8C97D575-5290-4642-8D2F-23C1B52FC8F7},GWMP,GWMP,11/6/02,2002,20,GWMP,6,48,90,48,0,1,0,1,2,,,,,TRUE,,,New Moon,
{336DAA50-16B2-4D50-A4BB-5EECAEB9FBE1},{17FE5C49-465E-4D3E-8921-AF1FF30F24B7},{7B8CD369-756E-464E-89FE-DBA28AF857D8},GWMP,GWMP,11/6/02,2002,21,GWMP,6,25,90,25,0,0,0,1,1,,,,,TRUE,,,New Moon,
{336DAA50-16B2-4D50-A4BB-5EECAEB9FBE1},{17FE5C49-465E-4D3E-8921-AF1FF30F24B7},{7436B57C-A021-4F4D-A0A1-9DA47A54D5B4},GWMP,GWMP,11/6/02,2002,22,GWMP,6,38,90,38,0,1,0,1,2,,,,,TRUE,,,New Moon,
